id	file	context	type	japanese	translation
SYS_switch_1	System.json	switch	switch	ポーションをもらう
SYS_switch_2	System.json	switch	switch	王様と話す
SYS_switch_3	System.json	switch	switch	サクソンと話す
SYS_switch_4	System.json	switch	switch	サクソンの部屋出た
SYS_switch_5	System.json	switch	switch	ストロングと話した
SYS_switch_6	System.json	switch	switch	ピピンに教えてもらう
SYS_switch_7	System.json	switch	switch	固いパン１個
SYS_switch_8	System.json	switch	switch	レザーコート１着
SYS_switch_9	System.json	switch	switch	イヌ倒した
SYS_switch_10	System.json	switch	switch	ロイを訪ねる
SYS_switch_11	System.json	switch	switch	ピケピケ消える
SYS_switch_12	System.json	switch	switch	ピケピケと会った
SYS_switch_13	System.json	switch	switch	旧坑道でピピン外れる
SYS_switch_14	System.json	switch	switch	旧坑道クリア
SYS_switch_15	System.json	switch	switch	ピピン離脱
SYS_switch_16	System.json	switch	switch	キノコ解決
SYS_switch_17	System.json	switch	switch	ポーション貰う
SYS_switch_18	System.json	switch	switch	ジョセフ解決
SYS_switch_19	System.json	switch	switch	ロイに会え
SYS_switch_20	System.json	switch	switch	ロイと話す
SYS_switch_21	System.json	switch	switch	ピピン歩く
SYS_switch_22	System.json	switch	switch	ピピン去った
SYS_switch_23	System.json	switch	switch	王に報告に行け
SYS_switch_24	System.json	switch	switch	オープニング終わり
SYS_switch_25	System.json	switch	switch	ロイの父倒れる
SYS_switch_26	System.json	switch	switch	伝令くる
SYS_switch_27	System.json	switch	switch	ロイ手を切る
SYS_switch_28	System.json	switch	switch	ロイの長話終わり！
SYS_switch_29	System.json	switch	switch	フレイムへ行け
SYS_switch_30	System.json	switch	switch	傷薬一個
SYS_switch_31	System.json	switch	switch	万金丹一個
SYS_switch_32	System.json	switch	switch	南通れる
SYS_switch_33	System.json	switch	switch	通行手形あげた
SYS_switch_34	System.json	switch	switch	フレイムへ出た
SYS_switch_35	System.json	switch	switch	手形返った
SYS_switch_36	System.json	switch	switch	ダガー貰った
SYS_switch_37	System.json	switch	switch	ホノオに会え
SYS_switch_38	System.json	switch	switch	ナウ―倒す
SYS_switch_39	System.json	switch	switch	試練しよう
SYS_switch_40	System.json	switch	switch	試練開始
SYS_switch_41	System.json	switch	switch	ホムラ登場
SYS_switch_42	System.json	switch	switch	ホノオ考える
SYS_switch_43	System.json	switch	switch	ぐわーーー
SYS_switch_44	System.json	switch	switch	試練終り
SYS_switch_45	System.json	switch	switch	ホムラ語る
SYS_switch_46	System.json	switch	switch	王様ごめん
SYS_switch_47	System.json	switch	switch	いぬおっけー
SYS_switch_48	System.json	switch	switch	いぬかくにん
SYS_switch_49	System.json	switch	switch	火牛しぼう
SYS_switch_50	System.json	switch	switch	ナガレあーーー
SYS_switch_51	System.json	switch	switch	当主の家へ
SYS_switch_52	System.json	switch	switch	オタキ長話おわり
SYS_switch_53	System.json	switch	switch	トリカゼおかね
SYS_switch_54	System.json	switch	switch	マハリお米
SYS_switch_55	System.json	switch	switch	お社ばくは
SYS_switch_56	System.json	switch	switch	ヒノタマげきは
SYS_switch_57	System.json	switch	switch	すきだからな
SYS_switch_58	System.json	switch	switch	便利だな
SYS_switch_59	System.json	switch	switch	落ちた
SYS_switch_60	System.json	switch	switch	引き締める
SYS_switch_61	System.json	switch	switch	ちい！
SYS_switch_62	System.json	switch	switch	ミケーネきえる
SYS_switch_63	System.json	switch	switch	青龍死す
SYS_switch_64	System.json	switch	switch	村に帰る
SYS_switch_65	System.json	switch	switch	トリカゼ救出
SYS_switch_66	System.json	switch	switch	トリカゼ休め
SYS_switch_67	System.json	switch	switch	マハリ救出
SYS_switch_68	System.json	switch	switch	マハリ休め
SYS_switch_69	System.json	switch	switch	行って参ります
SYS_switch_70	System.json	switch	switch	別行動
SYS_switch_71	System.json	switch	switch	生きていてくれよ
SYS_switch_72	System.json	switch	switch	ああ
SYS_switch_73	System.json	switch	switch	ナガレたすけろ
SYS_switch_74	System.json	switch	switch	あたしが！
SYS_switch_75	System.json	switch	switch	連れていかれる
SYS_switch_76	System.json	switch	switch	フレイム終わり
SYS_switch_77	System.json	switch	switch	アクマ倒した
SYS_switch_78	System.json	switch	switch	パンもらった
SYS_switch_79	System.json	switch	switch	いったん休憩
SYS_switch_80	System.json	switch	switch	ダフィール終わり
SYS_switch_81	System.json	switch	switch	突入する！
SYS_switch_82	System.json	switch	switch	ダフィール消える
SYS_switch_83	System.json	switch	switch	光の柱へ
SYS_switch_84	System.json	switch	switch	ロイが呼んでる
SYS_switch_85	System.json	switch	switch	ロイのところへ
SYS_switch_86	System.json	switch	switch	王の間にはいる
SYS_switch_87	System.json	switch	switch	レイモンド去る
SYS_switch_88	System.json	switch	switch	ないぜーーー
SYS_switch_89	System.json	switch	switch	三人集結
SYS_switch_90	System.json	switch	switch	レイストックもらう
SYS_switch_91	System.json	switch	switch	蜻蛉斬もらう
SYS_switch_92	System.json	switch	switch	ソロモドネガルもらう
SYS_switch_93	System.json	switch	switch	そういうのやめろ
SYS_switch_94	System.json	switch	switch	マンゴーシュもらう
SYS_switch_95	System.json	switch	switch	奇書もらう
SYS_switch_96	System.json	switch	switch	奇書あげる
SYS_switch_97	System.json	switch	switch	ヤバミ倒した
SYS_switch_98	System.json	switch	switch	暗くかがやく倒した
SYS_switch_99	System.json	switch	switch	ラストダンジョン
SYS_switch_100	System.json	switch	switch	不気味な洞窟
SYS_switch_101	System.json	switch	switch	廃墟
SYS_switch_102	System.json	switch	switch	ピケピケ変身
SYS_switch_103	System.json	switch	switch	ピケピケに会う
SYS_switch_104	System.json	switch	switch	出し切った
