id	file	context	type	japanese	translation
ACTOR_10_nickname	Actors.json	nickname	name	セイリューの若き当主
ACTOR_10_profile	Actors.json	profile	profile	西の山奥の国セイリュー領主の娘。幼い頃より領民の悪童と\n悪さばかりして育った。粗暴な面もあるが人望が厚く人気者。
ACTOR_11_nickname	Actors.json	nickname	name	セイリュー領主の一人娘
ACTOR_11_profile	Actors.json	profile	profile	西の山奥の国セイリュー領主の娘。幼い頃より領民の悪童と\n悪さばかりして育った。粗暴な面もあるが人望が厚く人気者。
ACTOR_14_nickname	Actors.json	nickname	name	自他ともに認める天才騎士
ACTOR_14_profile	Actors.json	profile	profile	類稀な頭脳と剣術で天才の名を欲しいままにしている騎士。\n伝説的な騎士であるロイを超える才能とも言われている。
ACTOR_15_nickname	Actors.json	nickname	name	フレイム王国の王子
ACTOR_15_profile	Actors.json	profile	profile	フレイム王国の第二王子だったが兄の急逝により次期国王と\nなった。兄と真逆で性格は豪放磊落、学問より剣術が好き。
ACTOR_16_nickname	Actors.json	nickname	name	食べるの大好き
ACTOR_16_profile	Actors.json	profile	profile	その類まれな身体性能と槍の扱いで将来を期待されていたが、\n食べ過ぎてどんどん太るので心配されている若き兵士。
ACTOR_17_nickname	Actors.json	nickname	name	天才と呼ばれる若き騎士
ACTOR_17_profile	Actors.json	profile	profile	幼い頃に父より風の紋章を継承した若き騎士。\nそれを抜きにしても天才的な頭脳と剣術を持つ。
ACTOR_18_nickname	Actors.json	nickname	name	ウィンダム騎士団長代行
ACTOR_18_profile	Actors.json	profile	profile	ウィンダム王国騎士団に代々騎士団長を輩出している名門。\nその怪力と胆力で戦場を駆け巡った歴戦の勇士。
ACTOR_19_nickname	Actors.json	nickname	name	フレイム王国の国王
ACTOR_19_profile	Actors.json	profile	profile	フレイム王国の王。伝説の王であるバーン王に匹敵すると\n言われるほどの剣の使い手だった。
ACTOR_1_nickname	Actors.json	nickname	name	若き騎士
ACTOR_1_profile	Actors.json	profile	profile	庶民の出だが父母が無理をして入学させてくれた士官学校を\n首席で卒業。将来を期待されている新米騎士。
ACTOR_20_nickname	Actors.json	nickname	name	フレイム王国の王子
ACTOR_20_profile	Actors.json	profile	profile	フレイム王国の第一王子。弟のホノオのような剣術や体術の\n才能には恵まれなかったが、類まれな頭脳と洞察力を持つ。
ACTOR_21_nickname	Actors.json	nickname	name	セイリューの前当主
ACTOR_21_profile	Actors.json	profile	profile	西の山奥の国セイリュー領主の娘。幼い頃より身体が弱く、\n剣術よりも本を読んだり植物を愛でて育った。
ACTOR_22_nickname	Actors.json	nickname	name	セイリューの長老
ACTOR_22_profile	Actors.json	profile	profile	セイリューの元当主人。一体どれほど長生きをしているのか\n誰も分からない。膨大な知識と尋常でない剣の腕を持つ。
ACTOR_23_nickname	Actors.json	nickname	name	自他ともに認める天才騎士
ACTOR_23_profile	Actors.json	profile	profile	類稀な頭脳と剣術で天才の名を欲しいままにしている騎士。\n伝説的な騎士であるロイを超える才能とも言われている。
ACTOR_24_nickname	Actors.json	nickname	name	ウィンダム王国の国王
