id	file	context	type	japanese	translation
MAP4_displayName	Map004.json	display name	mapname	エレメント大陸
MAP5_displayName	Map005.json	display name	mapname	ウィンダム城下町
MAP6_displayName	Map006.json	display name	mapname	ウインダム城一階
MAP7_displayName	Map007.json	display name	mapname	ウィンダム城二階
MAP8_displayName	Map008.json	display name	mapname	ウィンダム城三階
MAP9_displayName	Map009.json	display name	mapname	ウィンダム宿屋
MAP11_displayName	Map011.json	display name	mapname	ウィンダム城バルコニー
MAP12_displayName	Map012.json	display name	mapname	パン屋
MAP13_displayName	Map013.json	display name	mapname	ウィンダム道具屋
MAP14_displayName	Map014.json	display name	mapname	民家
MAP15_displayName	Map015.json	display name	mapname	民家
MAP16_displayName	Map016.json	display name	mapname	錬金術師の店
MAP17_displayName	Map017.json	display name	mapname	民家
MAP18_displayName	Map018.json	display name	mapname	レストラン
MAP19_displayName	Map019.json	display name	mapname	駐屯本部
MAP20_displayName	Map020.json	display name	mapname	武器屋
MAP21_displayName	Map021.json	display name	mapname	ロイの家
MAP22_displayName	Map022.json	display name	mapname	西の監視塔　一階
MAP23_displayName	Map023.json	display name	mapname	西の監視塔　二階
MAP24_displayName	Map024.json	display name	mapname	西の監視塔　四階
MAP25_displayName	Map025.json	display name	mapname	西の監視塔　三階
MAP26_displayName	Map026.json	display name	mapname	南の関所
MAP27_displayName	Map027.json	display name	mapname	西の監視塔　最上階
MAP28_displayName	Map028.json	display name	mapname	南の関所の宿屋
MAP29_displayName	Map029.json	display name	mapname	南の関所の道具屋
MAP30_displayName	Map030.json	display name	mapname	旅人の宿
MAP31_displayName	Map031.json	display name	mapname	フレイム城下町
MAP32_displayName	Map032.json	display name	mapname	フレイム城　一階
MAP33_displayName	Map033.json	display name	mapname	フレイム城　二階
MAP34_displayName	Map034.json	display name	mapname	南の旧坑道
MAP42_displayName	Map042.json	display name	mapname	フレイムのレストラン
MAP43_displayName	Map043.json	display name	mapname	錬金術師の店
MAP44_displayName	Map044.json	display name	mapname	フレイムの道具屋
MAP45_displayName	Map045.json	display name	mapname	フレイムの宿屋
MAP46_displayName	Map046.json	display name	mapname	フレイムの武器屋
MAP47_displayName	Map047.json	display name	mapname	フレイムの民家
MAP49_displayName	Map049.json	display name	mapname	南の遺跡
MAP50_displayName	Map050.json	display name	mapname	セイリュー領主の村　
MAP51_displayName	Map051.json	display name	mapname	セイリューの宿屋
MAP52_displayName	Map052.json	display name	mapname	南の採石場
MAP53_displayName	Map053.json	display name	mapname	採石場の家
MAP54_displayName	Map054.json	display name	mapname	農家の家
MAP55_displayName	Map055.json	display name	mapname	セイリュー当主の家
MAP56_displayName	Map056.json	display name	mapname	セイリューよろず屋
MAP57_displayName	Map057.json	display name	mapname	セイリューの錬金術師の店
MAP58_displayName	Map058.json	display name	mapname	龍のお社
MAP59_displayName	Map059.json	display name	mapname	お社の洞窟
MAP61_displayName	Map061.json	display name	mapname	セイリュー領主の村　
MAP62_displayName	Map062.json	display name	mapname	ウィンダム城下町
MAP63_displayName	Map063.json	display name	mapname	フレイム城　一階
MAP64_displayName	Map064.json	display name	mapname	フレイム城　二階
MAP65_displayName	Map065.json	display name	mapname	ウィンダム城三階
MAP66_displayName	Map066.json	display name	mapname	ウインダム城一階
MAP67_displayName	Map067.json	display name	mapname	ウィンダム城二階
MAP68_displayName	Map068.json	display name	mapname	ウィンダム城バルコニー
MAP70_displayName	Map070.json	display name	mapname	エレメント大陸
MAP71_displayName	Map071.json	display name	mapname	南の関所
MAP72_displayName	Map072.json	display name	mapname	旅人の宿
MAP73_displayName	Map073.json	display name	mapname	南の採石場
MAP74_displayName	Map074.json	display name	mapname	採石場の家
MAP75_displayName	Map075.json	display name	mapname	駐屯本部
MAP76_displayName	Map076.json	display name	mapname	暗黒大陸への橋
MAP77_displayName	Map077.json	display name	mapname	警備所
MAP78_displayName	Map078.json	display name	mapname	暗黒大陸の廃墟
MAP79_displayName	Map079.json	display name	mapname	不気味な洞窟
MAP94_displayName	Map094.json	display name	mapname	どこかの大陸
MAP97_displayName	Map097.json	display name	mapname	西の監視塔　一階
MAP98_displayName	Map098.json	display name	mapname	西の監視塔　二階
MAP99_displayName	Map099.json	display name	mapname	西の監視塔　三階
MAP100_displayName	Map100.json	display name	mapname	西の監視塔　四階
MAP101_displayName	Map101.json	display name	mapname	お社の洞窟
MAP102_displayName	Map102.json	display name	mapname	暗黒大陸の廃墟
MAPINFO_4_name	MapInfos.json	map name	mapname	エレメント大陸
MAPINFO_5_name	MapInfos.json	map name	mapname	ウィンダム城下町
MAPINFO_6_name	MapInfos.json	map name	mapname	城1F
MAPINFO_7_name	MapInfos.json	map name	mapname	城2F
MAPINFO_8_name	MapInfos.json	map name	mapname	城3F
MAPINFO_9_name	MapInfos.json	map name	mapname	ウィンダム宿屋
MAPINFO_11_name	MapInfos.json	map name	mapname	バルコニー
MAPINFO_12_name	MapInfos.json	map name	mapname	パン屋
MAPINFO_13_name	MapInfos.json	map name	mapname	ウィンダム道具屋
MAPINFO_14_name	MapInfos.json	map name	mapname	ウィンダム民家1
MAPINFO_15_name	MapInfos.json	map name	mapname	ウィンダム民家2
MAPINFO_16_name	MapInfos.json	map name	mapname	ウィンダム錬金術
MAPINFO_17_name	MapInfos.json	map name	mapname	ウィンダム民家3
MAPINFO_18_name	MapInfos.json	map name	mapname	ウィンダムレストラン
MAPINFO_19_name	MapInfos.json	map name	mapname	騎士団駐屯本部
MAPINFO_20_name	MapInfos.json	map name	mapname	ウィンダム武器屋
MAPINFO_21_name	MapInfos.json	map name	mapname	ロイの家
MAPINFO_22_name	MapInfos.json	map name	mapname	西の監視塔一階
MAPINFO_23_name	MapInfos.json	map name	mapname	西の監視塔　二階
MAPINFO_24_name	MapInfos.json	map name	mapname	西の監視塔四階
MAPINFO_25_name	MapInfos.json	map name	mapname	西の監視塔　三階
MAPINFO_26_name	MapInfos.json	map name	mapname	フレイムへの関所
